objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
Cards Against Humanity: Fantasy Pack,188497,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113924840,5.59626,6.65749,1.25,0,1943,thing,Cards Against Humanity: Fantasy Pack,4,30,30,0,30,2015,"4,5,6,7,8,9","6,7",18+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Cards Against Humanity: First Expansion,111861,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,22668448,5.98092,6.51887,1.266,0,11091,thing,Cards Against Humanity: First Expansion,4,30,30,30,30,2011,"4,5,6,7,8,9,10,11","6,7,8",16+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Cards Against Humanity: Food Pack,188496,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,123231498,5.55414,6.64704,1.3333,0,1275,thing,Cards Against Humanity: Food Pack,4,30,30,0,30,2015,"4,5,6,7,8,9","6,7",18+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Cards Against Humanity: Fourth Expansion,151107,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,22668461,5.83704,6.56924,1.2222,0,6082,thing,Cards Against Humanity: Fourth Expansion,4,30,30,30,30,2013,"4,5,6,7,8,9,10","6,7,8",18+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Cards Against Humanity: Geek Pack,199399,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113924822,5.60331,6.73804,1.3333,0,1926,thing,Cards Against Humanity: Geek Pack,4,30,30,30,30,2016,"4,5,6,7,8,9","6,7",18+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Cards Against Humanity: Nerd Bundle,351667,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113924802,5.5168,6.80556,0,0,363,thing,Cards Against Humanity: Nerd Bundle,4,30,30,30,30,2021,,,,,,,,,,expansion,,,,,
Cards Against Humanity: Picture Card Pack 3,368436,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113924793,0,7.6,2,0,216,thing,Cards Against Humanity: Picture Card Pack 3,4,30,30,0,30,2022,,,18+,,,,,,,expansion,,,,,
Cards Against Humanity: Scary Pack,368434,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113924783,0,7.64286,0,0,228,thing,Cards Against Humanity: Scary Pack,4,30,30,30,30,2022,,,,,,,,,,expansion,,,,,
Cards Against Humanity: Sci-Fi Pack,215445,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113924829,5.57355,6.76553,1.5,0,1358,thing,Cards Against Humanity: Sci-Fi Pack,4,30,30,0,30,2016,"3,4,5,6,7,8,9,10","6,7,8",18+,Unplayable in another language,,,,,,expansion,,,,,
Cards Against Humanity: Second Expansion,127354,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,22668452,5.9498,6.55426,1.2237,0,9423,thing,Cards Against Humanity: Second Expansion,4,30,30,30,30,2012,"4,5,6,7,8,9,10","6,7",16+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Cards Against Humanity: The A.I. Pack,295897,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113924873,5.5149,6.64865,0,0,408,thing,Cards Against Humanity: The A.I. Pack,4,30,30,30,30,2019,,,,,,,,,,expansion,,,,,
Cards Against Humanity: The Human Pack,295896,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113924864,5.50711,6.32353,0,0,387,thing,Cards Against Humanity: The Human Pack,4,30,30,30,30,2019,,,,,,,,,,expansion,,,,,
Cards Against Humanity: Third Expansion,140361,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,22668456,5.90638,6.58493,1.283,0,7584,thing,Cards Against Humanity: Third Expansion,4,30,30,30,30,2013,"5,6,7,8,9,10,11","6,7,8",16+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Cards Against Humanity: World Wide Web Pack,188498,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113924819,5.56186,6.67748,1.3333,0,1465,thing,Cards Against Humanity: World Wide Web Pack,4,30,30,0,30,2015,"4,5,6,7,8,9","6,7",18+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Caribbean,13301,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,94993319,5.78342,6.19752,1.7448,4707,2089,thing,Caribbean,2,4,30,30,30,2004,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,
Carnegie: Departments and Donations Expansion,366201,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,122769306,5.84076,8.31838,3.6667,0,2273,thing,Carnegie: Departments and Donations Expansion,1,4,180,180,120,2022,"2,3,4","2,4",14+,,,,,,,expansion,,,,,
Carolus Magnus,481,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,35151360,6.33189,6.83885,2.5802,1656,4244,thing,Carolus Magnus,2,4,60,60,60,2000,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,
Carpe Astra,35706,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,35151167,5.56484,5.92343,2.6042,11007,746,thing,Carpe Astra,2,4,60,60,60,2008,"2,3,4","2,4",12+,No necessary in-game text,,,,,,standalone,,,,,
Cartagena,826,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,35151356,6.40981,6.68115,1.5995,1458,9255,thing,Cartagena,2,5,45,45,45,2000,"2,3,4,5",3,8+,No necessary in-game text,,,,,,standalone,,,,,
Cartagena,224031,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,53404053,5.86083,6.70572,1.4091,3957,2175,thing,Cartagena,2,5,45,45,30,2017,"2,3,4,5",4,6+,No necessary in-game text,,,,,,standalone,,,,,
Cartaventura: Lhasa,327076,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,125917671,5.81779,6.43427,1.0893,4329,3722,thing,Cartaventura: Lhasa,1,6,45,45,45,2021,"1,2",1,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Cartaventura: Vinland,327077,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,125917673,5.74465,6.30877,1.1277,5197,3500,thing,Cartaventura: Vinland,1,6,45,45,45,2021,"1,2",1,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Carthago: Merchants & Guilds,233006,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86291099,5.77764,6.72406,3,4789,1594,thing,Carthago: Merchants & Guilds,2,4,90,90,60,2017,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,
Cartographers,263918,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71070807,7.41235,7.58233,1.874,161,55972,thing,Cartographers,1,100,45,45,30,2019,"1,2,3,4,5,6,7,8,9","3,4",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Cartographers Heroes: Collector's Edition,322045,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,87309226,6.16026,8.14143,2,0,2840,thing,Cartographers Heroes: Collector's Edition,1,100,45,45,30,2021,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31","3,4",8+,,,,,,,standalone,,,,,
Cartographers: Ambush Mini Expansion,302884,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107524188,5.95667,7.75977,1.8,0,3760,thing,Cartographers: Ambush Mini Expansion,1,100,45,45,30,2020,"1,2,3,4,5,6,7,8","2,4",6+,,,,,,,expansion,,,,,
Cartographers: Skills Mini Expansion,273353,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71070832,6.0529,7.51212,2.0769,0,5519,thing,Cartographers: Skills Mini Expansion,1,100,45,45,30,2019,"1,2,3,4,5,6","3,4",8+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Cartoona,116948,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,33366683,5.50235,5.74294,1.6,22844,573,thing,Cartoona,1,8,40,40,30,2012,"1,2,3,4,6,8","6,8",3+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Cartoona: Expansions – includes Heads on Tails and Long Necks,166113,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,33366694,5.49914,5.44344,0,0,136,thing,Cartoona: Expansions – includes Heads on Tails and Long Necks,1,8,30,30,30,2012,,,,,,,,,,expansion,,,,,
Cascadia: Landmarks,385318,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,125340082,6.66877,7.80936,2.25,0,12912,thing,Cascadia: Landmarks,1,6,45,45,30,2023,"1,2,3,4,5,6",2,8+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Cascadia: Rolling Hills,407317,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,123573008,5.87951,7.17812,1.9412,3802,3705,thing,Cascadia: Rolling Hills,1,4,30,30,15,2024,"1,2,3,4",1,12+,,,,,,,standalone,,,,,
Cascadia: Rolling Rivers,407318,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,123573007,5.97371,7.30681,2,3160,3973,thing,Cascadia: Rolling Rivers,1,4,30,30,15,2024,"1,2,3,4","1,2",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Castaways,71906,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28691404,6.12014,6.94544,3,2424,2613,thing,Castaways,1,4,120,120,120,2010,"1,2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Castell,238638,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113078322,6.43383,7.40357,3.1538,1396,2803,thing,Castell,2,4,90,90,60,2018,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,
Casting Shadows,359502,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,121431578,5.70217,6.33131,2.2727,5890,3472,thing,Casting Shadows,2,4,60,60,30,2023,"3,4",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Casting Shadows: The Ice Storm Expansion,360484,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,122175982,5.59219,6.95299,2,0,1881,thing,Casting Shadows: The Ice Storm Expansion,2,6,60,60,30,2023,"3,4",4,8+,,,,,,,expansion,,,,,
Castle Panic,43443,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,32024427,6.46797,6.65418,1.6536,1319,29492,thing,Castle Panic,1,6,60,60,30,2009,"1,2,3,4,5,6",4,6+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Castle Rampage,256569,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120551440,5.56277,6.0628,1.4286,11179,559,thing,Castle Rampage,2,2,15,15,15,2018,2,2,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
The Castles of Burgundy,84876,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,23157679,8.02007,8.14665,2.974,16,79974,thing,The Castles of Burgundy,2,4,90,90,30,2011,"2,3,4",2,12+,No necessary in-game text,,,,,,standalone,,,,,
The Castles of Burgundy,271320,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115930121,7.95941,8.44579,2.9196,0,25364,thing,The Castles of Burgundy,1,4,120,120,70,2019,"1,2,3,4",2,12+,No necessary in-game text,,,,,,standalone,,,,,
The Castles of Burgundy: 2nd Expansion – New Hex Tiles,132477,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,23574270,6.14976,7.65419,2.7778,0,3800,thing,The Castles of Burgundy: 2nd Expansion – New Hex Tiles,2,4,90,90,90,2012,"2,3,4",2,12+,No necessary in-game text,,,,,,expansion,,,,,
The Castles of Burgundy: 4th Expansion – Monastery Boards,150083,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,23574273,6.14208,7.8036,2.9032,0,3727,thing,The Castles of Burgundy: 4th Expansion – Monastery Boards,2,4,30,30,30,2013,"2,3",2,12+,No necessary in-game text,,,,,,expansion,,,,,
The Castles of Burgundy: 5th Expansion – Pleasure Garden,166589,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,34813393,6.12187,7.87992,2.5217,0,3399,thing,The Castles of Burgundy: 5th Expansion – Pleasure Garden,2,4,90,90,90,2014,"2,3,4",2,12+,No necessary in-game text,,,,,,expansion,,,,,
The Castles of Burgundy: 8th Expansion – Trade Routes,214005,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52324062,5.98034,7.82679,2.625,0,2712,thing,The Castles of Burgundy: 8th Expansion – Trade Routes,2,4,0,0,0,2017,"2,3,4","2,3",12+,No necessary in-game text,,,,,,expansion,,,,,
The Castles of Burgundy: 9th Expansion – The Team Game,234163,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,48571872,5.70017,7.79171,3.5,0,1500,thing,The Castles of Burgundy: 9th Expansion – The Team Game,4,4,90,90,30,2017,4,4,12+,No necessary in-game text,,,,,,expansion,,,,,
Castles of Mad King Ludwig,155426,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,32013559,7.32669,7.51247,2.6466,214,34255,thing,Castles of Mad King Ludwig,1,4,90,90,90,2014,"2,3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Castles of Mad King Ludwig: Expansions,369657,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,119983926,5.64335,8.13599,3,0,952,thing,Castles of Mad King Ludwig: Expansions,1,5,0,0,0,2023,"2,3,4",2,,,,,,,,expansion,,,,,
Castles of Mad King Ludwig: Renovations,369683,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113078208,5.57802,7.1339,2.5,0,1131,thing,Castles of Mad King Ludwig: Renovations,1,5,0,0,0,2023,"3,4,5",4,,,,,,,,expansion,,,,,
Castles of Mad King Ludwig: Secrets,174296,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,33536409,6.35272,7.30492,2.7174,0,6409,thing,Castles of Mad King Ludwig: Secrets,1,4,90,90,45,2015,"2,3,4",4,8+,No necessary in-game text,,,,,,expansion,,,,,
The Castles of Tuscany,300327,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113943034,6.53635,7.21646,2.2212,1176,6645,thing,The Castles of Tuscany,2,4,60,60,45,2020,"2,3,4","2,3",10+,No necessary in-game text,,,,,,standalone,,,,,
Cat in the Box: Deluxe Edition,345972,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113077064,7.12723,7.49863,2.0538,349,20442,thing,Cat in the Box: Deluxe Edition,2,5,40,40,20,2022,"3,4,5",4,10+,No necessary in-game text,,,,,,standalone,,,,,
Cat Lady,228504,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47919212,6.57664,6.99832,1.3789,1086,11628,thing,Cat Lady,2,4,30,30,15,2017,"2,3,4",2,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Cat Lady: Kittens,336610,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109050343,5.57961,7.41516,1.5,0,587,thing,Cat Lady: Kittens,1,6,30,30,30,2021,"2,3,4",2,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Catacombs: Cavern of Soloth (Third Edition),198576,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109049611,5.82832,7.92727,2,0,2054,thing,Catacombs: Cavern of Soloth (Third Edition),2,5,90,90,60,2016,"2,3,4,5",5,14+,,,,,,,expansion,,,,,
CATAN,13,9,0,0,1,0,0,0,0,0,0,0,3,,,,,,15143509,6.91472,7.09454,2.2877,575,219770,thing,CATAN,3,4,120,120,60,1995,"3,4",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Catan Dice Game,27710,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,124537052,5.63234,5.7253,1.2275,7534,17866,thing,Catan Dice Game,1,4,30,30,15,2007,"1,2,3",2,8+,No necessary in-game text,,,,,,standalone,,,,,
Catan Geographies: Corsica,149857,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52342383,0,7.17632,2,0,249,thing,Catan Geographies: Corsica,3,6,90,90,90,2013,,,,,,,,,,expansion,,,,,
Catan Geographies: Kennessee,202788,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,35511742,0,6.8,0,0,87,thing,Catan Geographies: Kennessee,3,4,60,0,60,2016,,,,,,,,,,expansion,,,,,
Catan Geographies: Mallorca,131362,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52342366,5.53059,6.9,1.875,0,453,thing,Catan Geographies: Mallorca,3,6,0,0,0,2012,"3,4,5,6",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Catan Geographies: Rickshaw Run,187366,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,101943501,0,7.34375,0,0,293,thing,Catan Geographies: Rickshaw Run,3,6,0,0,0,2015,,,,,,,,,,expansion,,,,,
Catan Histories: Settlers of America – Trails to Rails,67239,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,35151116,6.15982,6.78192,2.6867,2250,5459,thing,Catan Histories: Settlers of America – Trails to Rails,3,4,120,120,120,2010,"3,4",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Catan Scenarios: Frenemies,131958,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28762185,5.63625,6.8743,2.1579,0,1895,thing,Catan Scenarios: Frenemies,3,6,60,60,45,2012,"3,4","3,4",12+,No necessary in-game text,,,,,,expansion,,,,,
Catan Scenarios: Helpers of Catan,86669,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,27560509,5.78416,7.1527,2.1333,0,2363,thing,Catan Scenarios: Helpers of Catan,3,6,90,90,45,2010,"3,4,5,6",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Catan Scenarios: Oil Springs,110794,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,16346572,5.64994,6.74121,2.1724,0,2370,thing,Catan Scenarios: Oil Springs,3,6,60,60,45,2011,"3,4,5","3,4,5",12+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Catan: 5-6 Player Extension,2807,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,22668371,6.69894,6.97738,2.3128,0,52654,thing,Catan: 5-6 Player Extension,5,6,120,120,120,1996,"4,5,6",5,10+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Catan: Delmarva,73809,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,100217841,5.53223,7.02244,2,0,517,thing,Catan: Delmarva,3,4,0,0,0,2010,,,,,,,,,,expansion,,,,,
CATAN: Explorers & Pirates,135378,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115912688,6.2653,7.13959,2.837,0,9621,thing,CATAN: Explorers & Pirates,2,4,120,120,90,2013,"2,3,4",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
CATAN: Hawai'i Scenario,238135,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52342395,5.53258,7.74362,0,0,378,thing,CATAN: Hawai'i Scenario,3,6,75,0,75,2017,,,,,,,,,,expansion,,,,,
Catan: Junior,125921,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,97880407,6.13337,6.5938,1.496,2357,9155,thing,Catan: Junior,2,4,30,30,30,2011,"2,3,4",4,5+,No necessary in-game text,,,,,,standalone,,,,,
Catan: New York,132481,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28762188,5.52856,6.89587,2,0,518,thing,Catan: New York,3,6,90,90,90,2012,,,,,,,,,,expansion,,,,,
CATAN: Seafarers,325,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,23692446,6.91152,7.15328,2.3753,0,48483,thing,CATAN: Seafarers,3,4,90,90,90,1997,"3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Catan: Seafarers Scenario – Legend of the Sea Robbers,223171,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,101434248,5.64703,7.47667,2.1667,0,1323,thing,Catan: Seafarers Scenario – Legend of the Sea Robbers,3,4,90,90,90,2017,"3,4",4,,,,,,,,expansion,,,,,
CATAN: Starfarers,282853,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113076850,6.3223,7.54158,2.5227,1682,4735,thing,CATAN: Starfarers,3,4,120,120,120,2019,"3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
"CATAN: Treasures, Dragons & Adventurers",56157,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113948112,5.68095,7.56805,2,0,1635,thing,"CATAN: Treasures, Dragons & Adventurers",3,4,90,90,90,2009,"3,4",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Catapult Feud,310789,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115928959,6.14314,7.01006,1.0769,2309,4748,thing,Catapult Feud,2,2,30,30,20,2021,2,2,5+,No necessary in-game text,,,,,,standalone,,,,,
Catherine: The Cities of the Tsarina,360951,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113077130,5.79406,6.55843,2.2353,4590,1155,thing,Catherine: The Cities of the Tsarina,2,4,45,45,30,2022,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,
CATS: a sad but necessary cycle of violent predatory behavior,190523,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,53414258,5.51065,6.39706,2,20549,123,thing,CATS: a sad but necessary cycle of violent predatory behavior,3,5,30,30,20,2016,"3,4,5","4,5",,,,,,,,standalone,,,,,
Caverna: Cave vs Cave,220520,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47919207,6.69754,7.08687,2.5579,879,13994,thing,Caverna: Cave vs Cave,1,2,40,40,20,2017,"1,2",2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Caverna: The Cave Farmers,102794,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28762194,7.74975,7.93552,3.7763,51,45922,thing,Caverna: The Cave Farmers,1,7,210,210,30,2013,"1,2,3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Caverna: Water Expansion,183531,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,34813400,5.81028,7.23762,3.2,0,3259,thing,Caverna: Water Expansion,1,7,120,120,30,2015,"2,3,4","2,3",,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Caylus Magna Carta,27364,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109049297,6.45696,6.88745,2.8704,1349,6735,thing,Caylus Magna Carta,2,4,75,75,45,2007,"2,3,4","3,4",10+,No necessary in-game text,,,,,,standalone,,,,,
Cellar des Triplettes,12830,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,23692427,5.66458,6.18091,1.8605,6663,1201,thing,Cellar des Triplettes,3,5,45,45,45,2004,"3,4,5",4,,No necessary in-game text,,,,,,standalone,,,,,
Century: A New World,270970,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114761596,6.74601,7.30063,2.1165,800,11684,thing,Century: A New World,2,4,45,45,30,2019,"2,3,4",3,8+,No necessary in-game text,,,,,,standalone,,,,,
Century: Eastern Wonders,242574,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,84046572,6.72464,7.1141,2.1119,838,15061,thing,Century: Eastern Wonders,2,4,45,45,30,2018,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,
Century: Spice Road,209685,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,46701838,7.11607,7.29867,1.8028,360,33672,thing,Century: Spice Road,2,5,45,45,30,2017,"2,3,4,5","3,4",8+,No necessary in-game text,,,,,,standalone,,,,,
Ceylon,248900,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,100411779,6.07792,6.95526,2.4032,2612,2794,thing,Ceylon,2,4,60,60,60,2018,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,
The Chameleon,227072,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,47223323,6.16768,6.5301,1.0506,2213,12693,thing,The Chameleon,3,8,15,15,15,2017,"4,5,6,7,8","6,7",8+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Champions!,391565,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114761677,5.55432,5.9567,1,11931,478,thing,Champions!,3,8,45,45,30,2023,"3,4,5,6,7,8","5,7",10+,,,,,,,standalone,,,,,
Chaos Progenitus,4058,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,27957819,5.48348,5.15753,2.3,25999,209,thing,Chaos Progenitus,2,6,20,20,20,1996,"2,3",2,10+,No necessary in-game text,,,,,,standalone,,,,,
Charon Inc.,71593,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28762139,5.65481,6.29344,2.25,6879,797,thing,Charon Inc.,2,5,60,60,60,2010,"3,4,5",4,8+,No necessary in-game text,,,,,,standalone,,,,,
Charterstone,197376,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52203431,6.91862,7.19823,2.8516,571,26424,thing,Charterstone,1,6,75,75,45,2017,"2,3,4,5,6",6,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Charterstone: Recharge Pack,234856,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,89354034,5.82394,7.73054,2.6667,0,2816,thing,Charterstone: Recharge Pack,1,6,75,75,45,2017,1,1,12,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Cheaty Mages!,38194,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28761956,5.86053,6.25509,1.5943,3960,3735,thing,Cheaty Mages!,3,6,30,30,30,2008,"3,4,5,6",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Checkers,2083,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115934082,4.99427,4.92951,1.713,27961,11916,thing,Checkers,2,2,30,30,30,1150,2,2,6+,No necessary in-game text,,,,,,standalone,,,,,
Chess,171,9,0,0,1,0,0,0,0,0,0,0,3,,,,,,15143521,7.02446,7.22351,3.6545,446,56448,thing,Chess,2,2,0,0,0,1475,2,2,6+,No necessary in-game text,,,,,,standalone,,,,,
Chez Geek,553,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28264288,5.58029,5.70391,1.4205,9901,8176,thing,Chez Geek,2,5,60,60,60,1999,"3,4,5","4,5",16+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Chez Geek 2: Slack Attack,2797,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28264291,5.71076,6.26566,1.4458,0,2202,thing,Chez Geek 2: Slack Attack,2,8,45,45,45,2000,"4,5,6,7",5,16+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Chez Geek 3: Block Party,2741,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28264294,5.73509,6.35323,1.4935,0,2132,thing,Chez Geek 3: Block Party,2,8,45,45,45,2001,"4,5,6,7",5,16+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Chimera Station: Interactive Modules Promo,234130,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,48571348,5.51991,6.36533,0,0,457,thing,Chimera Station: Interactive Modules Promo,2,4,90,90,60,2017,,,,,,,,,,expansion,,,,,
